name,url,id_label_in_documents
bãi cỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00082.mp4?autoplay=true,1
bực mình,https://minio.aiotlab-annotation.com/documents/videos_samples/D0036.mp4?autoplay=true,2
ông bà,https://minio.aiotlab-annotation.com/documents/videos_samples/D0151B.mp4?autoplay=true,3
hay là (hoặc là),https://minio.aiotlab-annotation.com/documents/videos_samples/D0243B.mp4?autoplay=true,4
không cho,https://minio.aiotlab-annotation.com/documents/videos_samples/D0033B.mp4?autoplay=true,5
bên trên,https://minio.aiotlab-annotation.com/documents/videos_samples/W00240.mp4?autoplay=true,6
cùng / với (giới từ),https://minio.aiotlab-annotation.com/documents/videos_samples/D0166.mp4?autoplay=true,7
họ (2 người) (đại từ),https://minio.aiotlab-annotation.com/documents/videos_samples/D0136.mp4?autoplay=true,8
làm được,https://minio.aiotlab-annotation.com/documents/videos_samples/D0438.mp4?autoplay=true,9
ở ngoài,https://minio.aiotlab-annotation.com/documents/videos_samples/W02580B.mp4?autoplay=true,10
tuần này,https://minio.aiotlab-annotation.com/documents/videos_samples/D0416B.mp4?autoplay=true,11
từ chối,https://minio.aiotlab-annotation.com/documents/videos_samples/D0103B.mp4?autoplay=true,12
nhưng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0242B.mp4?autoplay=true,13
một ít/ một chút,https://minio.aiotlab-annotation.com/documents/videos_samples/D0184.mp4?autoplay=true,14
là gì?,https://minio.aiotlab-annotation.com/documents/videos_samples/W01911B.mp4?autoplay=true,15
còn bạn?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0121.mp4?autoplay=true,16
hoặc,https://minio.aiotlab-annotation.com/documents/videos_samples/D0188B.mp4?autoplay=true,17
có … không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0098.mp4?autoplay=true,18
các bạn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00400.mp4?autoplay=true,19
để (đặt),https://minio.aiotlab-annotation.com/documents/videos_samples/W01173.mp4?autoplay=true,20
trong khoảng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0290.mp4?autoplay=true,21
chúng tôi (2 người) (đại từ),https://minio.aiotlab-annotation.com/documents/videos_samples/D0130.mp4?autoplay=true,22
ra ngoài,https://minio.aiotlab-annotation.com/documents/videos_samples/W02825B.mp4?autoplay=true,23
khác,https://minio.aiotlab-annotation.com/documents/videos_samples/W01757.mp4?autoplay=true,24
làm việc,https://minio.aiotlab-annotation.com/documents/videos_samples/W01928.mp4?autoplay=true,25
thời gian biểu,https://minio.aiotlab-annotation.com/documents/videos_samples/W03303.mp4?autoplay=true,26
nói chuyện,https://minio.aiotlab-annotation.com/documents/videos_samples/W02523.mp4?autoplay=true,27
mỗi,https://minio.aiotlab-annotation.com/documents/videos_samples/W02237.mp4?autoplay=true,28
không có,https://minio.aiotlab-annotation.com/documents/videos_samples/D0112.mp4?autoplay=true,29
vui mừng,https://minio.aiotlab-annotation.com/documents/videos_samples/W03889B.mp4?autoplay=true,30
muốn,https://minio.aiotlab-annotation.com/documents/videos_samples/W02221B.mp4?autoplay=true,31
không khí,https://minio.aiotlab-annotation.com/documents/videos_samples/W01841.mp4?autoplay=true,32
cũng vậy/cũng thế,https://minio.aiotlab-annotation.com/documents/videos_samples/D0118.mp4?autoplay=true,33
chơi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00639B.mp4?autoplay=true,34
nhỏ/ nhỏ bé,https://minio.aiotlab-annotation.com/documents/videos_samples/W02500.mp4?autoplay=true,35
cuối tuần,https://minio.aiotlab-annotation.com/documents/videos_samples/D0419.mp4?autoplay=true,36
nhà vệ sinh,https://minio.aiotlab-annotation.com/documents/videos_samples/D0485.mp4?autoplay=true,37
đọc sách,https://minio.aiotlab-annotation.com/documents/videos_samples/W01239.mp4?autoplay=true,38
tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W03090.mp4?autoplay=true,39
cổng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00854.mp4?autoplay=true,40
to lớn,https://minio.aiotlab-annotation.com/documents/videos_samples/W03466.mp4?autoplay=true,41
chính tả,https://minio.aiotlab-annotation.com/documents/videos_samples/W00619.mp4?autoplay=true,42
thêm,https://minio.aiotlab-annotation.com/documents/videos_samples/W03240.mp4?autoplay=true,43
đất,https://minio.aiotlab-annotation.com/documents/videos_samples/W01135.mp4?autoplay=true,44
phải không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0120B.mp4?autoplay=true,45
cao (người),https://minio.aiotlab-annotation.com/documents/videos_samples/W00415.mp4?autoplay=true,46
rộng lớn,https://minio.aiotlab-annotation.com/documents/videos_samples/W02872.mp4?autoplay=true,47
theo dõi,https://minio.aiotlab-annotation.com/documents/videos_samples/W03228.mp4?autoplay=true,48
hành động,https://minio.aiotlab-annotation.com/documents/videos_samples/W01554.mp4?autoplay=true,49
xin lỗi,https://minio.aiotlab-annotation.com/documents/videos_samples/W03990.mp4?autoplay=true,50
đi,https://minio.aiotlab-annotation.com/documents/videos_samples/W01190.mp4?autoplay=true,51
tóm tắt,https://minio.aiotlab-annotation.com/documents/videos_samples/W03482.mp4?autoplay=true,52
phân loại,https://minio.aiotlab-annotation.com/documents/videos_samples/W02615.mp4?autoplay=true,53
cần không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0122B.mp4?autoplay=true,54
trang điểm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0445.mp4?autoplay=true,55
cha mẹ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00482.mp4?autoplay=true,56
gần gũi,https://minio.aiotlab-annotation.com/documents/videos_samples/W01397.mp4?autoplay=true,57
tự (tự làm),https://minio.aiotlab-annotation.com/documents/videos_samples/W03568.mp4?autoplay=true,58
gấp đôi,https://minio.aiotlab-annotation.com/documents/videos_samples/D0247.mp4?autoplay=true,59
gấp ba,https://minio.aiotlab-annotation.com/documents/videos_samples/D0248.mp4?autoplay=true,60
quan sát,https://minio.aiotlab-annotation.com/documents/videos_samples/D0256.mp4?autoplay=true,61
xảy ra,https://minio.aiotlab-annotation.com/documents/videos_samples/D0258.mp4?autoplay=true,62
đói không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0371.mp4?autoplay=true,63
mệt không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0370.mp4?autoplay=true,64
chiên/rán (1)(2),https://minio.aiotlab-annotation.com/documents/videos_samples/D0373.mp4?autoplay=true,65
nướng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0374.mp4?autoplay=true,66
luộc,https://minio.aiotlab-annotation.com/documents/videos_samples/D0375.mp4?autoplay=true,67
xào,https://minio.aiotlab-annotation.com/documents/videos_samples/D0376.mp4?autoplay=true,68
lẩu,https://minio.aiotlab-annotation.com/documents/videos_samples/D0377.mp4?autoplay=true,69
thối,https://minio.aiotlab-annotation.com/documents/videos_samples/D0381.mp4?autoplay=true,70
thiu,https://minio.aiotlab-annotation.com/documents/videos_samples/D0382.mp4?autoplay=true,71
nguội,https://minio.aiotlab-annotation.com/documents/videos_samples/D0383.mp4?autoplay=true,72
đồ ăn,https://minio.aiotlab-annotation.com/documents/videos_samples/D0444.mp4?autoplay=true,73
luộc rau,https://minio.aiotlab-annotation.com/documents/videos_samples/D0455.mp4?autoplay=true,74
nước mắm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0457.mp4?autoplay=true,75
sáng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00024.mp4?autoplay=true,76
áo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00028.mp4?autoplay=true,77
ăn uống,https://minio.aiotlab-annotation.com/documents/videos_samples/W00042.mp4?autoplay=true,78
ấm áp,https://minio.aiotlab-annotation.com/documents/videos_samples/W00051.mp4?autoplay=true,79
ẩm ướt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00050.mp4?autoplay=true,80
ban đêm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00086B.mp4?autoplay=true,81
bản thân,https://minio.aiotlab-annotation.com/documents/videos_samples/W00104.mp4?autoplay=true,82
bạn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00110B.mp4?autoplay=true,83
bánh mì,https://minio.aiotlab-annotation.com/documents/videos_samples/W00137B.mp4?autoplay=true,84
bao giờ?,https://minio.aiotlab-annotation.com/documents/videos_samples/W00145B.mp4?autoplay=true,85
báo động,https://minio.aiotlab-annotation.com/documents/videos_samples/W00163.mp4?autoplay=true,86
bắp ngô,https://minio.aiotlab-annotation.com/documents/videos_samples/W00196B.mp4?autoplay=true,87
bắt tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W00202.mp4?autoplay=true,88
bóc vỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00300.mp4?autoplay=true,89
buổi tối,https://minio.aiotlab-annotation.com/documents/videos_samples/W00369B.mp4?autoplay=true,90
buổi chiều,https://minio.aiotlab-annotation.com/documents/videos_samples/W00366.mp4?autoplay=true,91
buổi trưa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00370B.mp4?autoplay=true,92
bức tranh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00386B.mp4?autoplay=true,93
cặp sách,https://minio.aiotlab-annotation.com/documents/videos_samples/W00428.mp4?autoplay=true,94
cặp tóc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00429.mp4?autoplay=true,95
chảo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00493B.mp4?autoplay=true,96
chạy nhanh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00504.mp4?autoplay=true,97
chạy chậm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00503.mp4?autoplay=true,98
chăn (cái chăn),https://minio.aiotlab-annotation.com/documents/videos_samples/W00509B.mp4?autoplay=true,99
chặt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00513B.mp4?autoplay=true,100
chị,https://minio.aiotlab-annotation.com/documents/videos_samples/W00570B.mp4?autoplay=true,101
chiếc gối,https://minio.aiotlab-annotation.com/documents/videos_samples/W00584B.mp4?autoplay=true,102
chìa khóa,https://minio.aiotlab-annotation.com/documents/videos_samples/W00583.mp4?autoplay=true,103
chiếm đoạt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00585.mp4?autoplay=true,104
chiều cao,https://minio.aiotlab-annotation.com/documents/videos_samples/W00594.mp4?autoplay=true,105
chiều dài,https://minio.aiotlab-annotation.com/documents/videos_samples/W00595.mp4?autoplay=true,106
chiều rộng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00596.mp4?autoplay=true,107
chiều tối,https://minio.aiotlab-annotation.com/documents/videos_samples/W00597.mp4?autoplay=true,108
chín,https://minio.aiotlab-annotation.com/documents/videos_samples/W00616.mp4?autoplay=true,109
chuẩn bị,https://minio.aiotlab-annotation.com/documents/videos_samples/W00662B.mp4?autoplay=true,110
chúc mừng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00663B.mp4?autoplay=true,111
chúc tết,https://minio.aiotlab-annotation.com/documents/videos_samples/W00664B.mp4?autoplay=true,112
chính xác,https://minio.aiotlab-annotation.com/documents/videos_samples/W00620B.mp4?autoplay=true,113
chứng cớ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00718.mp4?autoplay=true,114
chứng minh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00719.mp4?autoplay=true,115
coi thường,https://minio.aiotlab-annotation.com/documents/videos_samples/W00731.mp4?autoplay=true,116
chức năng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00710.mp4?autoplay=true,117
máy vi tính,https://minio.aiotlab-annotation.com/documents/videos_samples/W00732.mp4?autoplay=true,118
con cá,https://minio.aiotlab-annotation.com/documents/videos_samples/W00737B.mp4?autoplay=true,119
con chó,https://minio.aiotlab-annotation.com/documents/videos_samples/W00739B.mp4?autoplay=true,120
con chim,https://minio.aiotlab-annotation.com/documents/videos_samples/W00738.mp4?autoplay=true,121
con chuột,https://minio.aiotlab-annotation.com/documents/videos_samples/W00742B.mp4?autoplay=true,122
con lợn (con heo),https://minio.aiotlab-annotation.com/documents/videos_samples/W00770B.mp4?autoplay=true,123
con muỗi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00773B.mp4?autoplay=true,124
con mèo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00772B.mp4?autoplay=true,125
con người,https://minio.aiotlab-annotation.com/documents/videos_samples/W00777B.mp4?autoplay=true,126
cô giáo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00812B.mp4?autoplay=true,127
côn trùng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00837.mp4?autoplay=true,128
công sức,https://minio.aiotlab-annotation.com/documents/videos_samples/W00844.mp4?autoplay=true,129
công tắc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00845.mp4?autoplay=true,130
công cụ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00841.mp4?autoplay=true,131
công cộng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00840.mp4?autoplay=true,132
công viên,https://minio.aiotlab-annotation.com/documents/videos_samples/W00850B.mp4?autoplay=true,133
cơ hội,https://minio.aiotlab-annotation.com/documents/videos_samples/W00868B.mp4?autoplay=true,134
cởi áo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00876.mp4?autoplay=true,135
cơm hộp,https://minio.aiotlab-annotation.com/documents/videos_samples/W00877.mp4?autoplay=true,136
cúi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00895.mp4?autoplay=true,137
củ cà rốt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00901.mp4?autoplay=true,138
củ khoai tây,https://minio.aiotlab-annotation.com/documents/videos_samples/W00905.mp4?autoplay=true,139
củ nghệ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00906.mp4?autoplay=true,140
củ tỏi,https://minio.aiotlab-annotation.com/documents/videos_samples/W00908.mp4?autoplay=true,141
củ gừng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00903.mp4?autoplay=true,142
cục tẩy,https://minio.aiotlab-annotation.com/documents/videos_samples/W00914.mp4?autoplay=true,143
cuộn giấy vệ sinh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00925.mp4?autoplay=true,144
cửa sổ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00939.mp4?autoplay=true,145
dạy,https://minio.aiotlab-annotation.com/documents/videos_samples/W00979.mp4?autoplay=true,146
cửa hàng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00935B.mp4?autoplay=true,147
cứu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00947.mp4?autoplay=true,148
cướp,https://minio.aiotlab-annotation.com/documents/videos_samples/W00943B.mp4?autoplay=true,149
dán,https://minio.aiotlab-annotation.com/documents/videos_samples/W00972.mp4?autoplay=true,150
dầu ăn,https://minio.aiotlab-annotation.com/documents/videos_samples/W00993.mp4?autoplay=true,151
dầu gội đầu,https://minio.aiotlab-annotation.com/documents/videos_samples/W00994.mp4?autoplay=true,152
dễ thương,https://minio.aiotlab-annotation.com/documents/videos_samples/W01027.mp4?autoplay=true,153
dịch vụ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01033B.mp4?autoplay=true,154
dòng sông,https://minio.aiotlab-annotation.com/documents/videos_samples/W01058.mp4?autoplay=true,155
dốc,https://minio.aiotlab-annotation.com/documents/videos_samples/W01060.mp4?autoplay=true,156
dốt,https://minio.aiotlab-annotation.com/documents/videos_samples/W01061.mp4?autoplay=true,157
đăng ký,https://minio.aiotlab-annotation.com/documents/videos_samples/W01126.mp4?autoplay=true,158
đăng nhập,https://minio.aiotlab-annotation.com/documents/videos_samples/W01127.mp4?autoplay=true,159
đằng sau,https://minio.aiotlab-annotation.com/documents/videos_samples/W01128.mp4?autoplay=true,160
đập,https://minio.aiotlab-annotation.com/documents/videos_samples/W01134.mp4?autoplay=true,161
đèn điện,https://minio.aiotlab-annotation.com/documents/videos_samples/W01155B.mp4?autoplay=true,162
đi học,https://minio.aiotlab-annotation.com/documents/videos_samples/W01191.mp4?autoplay=true,163
đèn pin,https://minio.aiotlab-annotation.com/documents/videos_samples/W01159B.mp4?autoplay=true,164
đẹp đẽ (như đẹp),https://minio.aiotlab-annotation.com/documents/videos_samples/W01170.mp4?autoplay=true,165
đều đặn,https://minio.aiotlab-annotation.com/documents/videos_samples/W01188.mp4?autoplay=true,166
điện,https://minio.aiotlab-annotation.com/documents/videos_samples/W01205B.mp4?autoplay=true,167
điện thoại,https://minio.aiotlab-annotation.com/documents/videos_samples/W01208.mp4?autoplay=true,168
điều khiển,https://minio.aiotlab-annotation.com/documents/videos_samples/W01214.mp4?autoplay=true,169
điều kiện,https://minio.aiotlab-annotation.com/documents/videos_samples/W01215.mp4?autoplay=true,170
điều hòa,https://minio.aiotlab-annotation.com/documents/videos_samples/W01213B.mp4?autoplay=true,171
đối diện,https://minio.aiotlab-annotation.com/documents/videos_samples/W01257.mp4?autoplay=true,172
đôi dép,https://minio.aiotlab-annotation.com/documents/videos_samples/W01255.mp4?autoplay=true,173
nhiệt độ,https://minio.aiotlab-annotation.com/documents/videos_samples/W01298.mp4?autoplay=true,174
đợi,https://minio.aiotlab-annotation.com/documents/videos_samples/W01304B.mp4?autoplay=true,175
đơn giản,https://minio.aiotlab-annotation.com/documents/videos_samples/W01305.mp4?autoplay=true,176
đun nấu,https://minio.aiotlab-annotation.com/documents/videos_samples/W01321.mp4?autoplay=true,177
găng tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W01393.mp4?autoplay=true,178
gắp thức ăn,https://minio.aiotlab-annotation.com/documents/videos_samples/W01394.mp4?autoplay=true,179
đi vệ sinh,https://minio.aiotlab-annotation.com/documents/videos_samples/D0486.mp4?autoplay=true,180
nhầm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0060B.mp4?autoplay=true,181
mỳ tôm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0080B.mp4?autoplay=true,182
không quen,https://minio.aiotlab-annotation.com/documents/videos_samples/D0109B.mp4?autoplay=true,183
không có chi,https://minio.aiotlab-annotation.com/documents/videos_samples/D0113.mp4?autoplay=true,184
đúng không?,https://minio.aiotlab-annotation.com/documents/videos_samples/D0119B.mp4?autoplay=true,185
mệt mỏi,https://minio.aiotlab-annotation.com/documents/videos_samples/D0369.mp4?autoplay=true,186
đau mắt,https://minio.aiotlab-annotation.com/documents/videos_samples/D0355.mp4?autoplay=true,187
đau bụng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0356.mp4?autoplay=true,188
đau tay,https://minio.aiotlab-annotation.com/documents/videos_samples/D0357.mp4?autoplay=true,189
đau chân,https://minio.aiotlab-annotation.com/documents/videos_samples/D0358.mp4?autoplay=true,190
đau tai,https://minio.aiotlab-annotation.com/documents/videos_samples/D0359.mp4?autoplay=true,191
xem,https://minio.aiotlab-annotation.com/documents/videos_samples/D0192B.mp4?autoplay=true,192
giấy ăn,https://minio.aiotlab-annotation.com/documents/videos_samples/W01471B.mp4?autoplay=true,193
hứa,https://minio.aiotlab-annotation.com/documents/videos_samples/D0165B.mp4?autoplay=true,194
lâu,https://minio.aiotlab-annotation.com/documents/videos_samples/D0167.mp4?autoplay=true,195
vẫn,https://minio.aiotlab-annotation.com/documents/videos_samples/D0168B.mp4?autoplay=true,196
mỗi ngày,https://minio.aiotlab-annotation.com/documents/videos_samples/D0169B.mp4?autoplay=true,197
không ngon,https://minio.aiotlab-annotation.com/documents/videos_samples/D0198.mp4?autoplay=true,198
đánh răng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0414.mp4?autoplay=true,199
tuần trước,https://minio.aiotlab-annotation.com/documents/videos_samples/D0418B.mp4?autoplay=true,200
cuối tháng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0420.mp4?autoplay=true,201
cuối năm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0421.mp4?autoplay=true,202
mục tiêu,https://minio.aiotlab-annotation.com/documents/videos_samples/D0422.mp4?autoplay=true,203
mô tả,https://minio.aiotlab-annotation.com/documents/videos_samples/D0426.mp4?autoplay=true,204
tay chân sạch sẽ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0432B.mp4?autoplay=true,205
sờ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0434.mp4?autoplay=true,206
dịu dàng,https://minio.aiotlab-annotation.com/documents/videos_samples/D0436.mp4?autoplay=true,207
đùa,https://minio.aiotlab-annotation.com/documents/videos_samples/D0437B.mp4?autoplay=true,208
đồ uống,https://minio.aiotlab-annotation.com/documents/videos_samples/D0443.mp4?autoplay=true,209
đau mắt đỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/D0446.mp4?autoplay=true,210
họp nhóm,https://minio.aiotlab-annotation.com/documents/videos_samples/D0452B.mp4?autoplay=true,211
muối,https://minio.aiotlab-annotation.com/documents/videos_samples/D0456.mp4?autoplay=true,212
trẻ con/con nít,https://minio.aiotlab-annotation.com/documents/videos_samples/D0464B.mp4?autoplay=true,213
cạnh tranh,https://minio.aiotlab-annotation.com/documents/videos_samples/D0466.mp4?autoplay=true,214
phóng viên,https://minio.aiotlab-annotation.com/documents/videos_samples/D0469.mp4?autoplay=true,215
phong toả,https://minio.aiotlab-annotation.com/documents/videos_samples/D0475.mp4?autoplay=true,216
khu vực cách ly,https://minio.aiotlab-annotation.com/documents/videos_samples/D0474.mp4?autoplay=true,217
kết luận,https://minio.aiotlab-annotation.com/documents/videos_samples/D0483.mp4?autoplay=true,218
internet,https://minio.aiotlab-annotation.com/documents/videos_samples/D0484.mp4?autoplay=true,219
ác độc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00002.mp4?autoplay=true,220
ác mộng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00003.mp4?autoplay=true,221
anh dũng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00012B.mp4?autoplay=true,222
áo ấm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00029.mp4?autoplay=true,223
áo đồng phục,https://minio.aiotlab-annotation.com/documents/videos_samples/W00032B.mp4?autoplay=true,224
áo phao,https://minio.aiotlab-annotation.com/documents/videos_samples/W00034.mp4?autoplay=true,225
áo phông,https://minio.aiotlab-annotation.com/documents/videos_samples/W00035B.mp4?autoplay=true,226
ăn diện,https://minio.aiotlab-annotation.com/documents/videos_samples/W00039.mp4?autoplay=true,227
ăn vặt,https://minio.aiotlab-annotation.com/documents/videos_samples/W00043.mp4?autoplay=true,228
ăn xin,https://minio.aiotlab-annotation.com/documents/videos_samples/W00044.mp4?autoplay=true,229
âm thanh,https://minio.aiotlab-annotation.com/documents/videos_samples/W00045.mp4?autoplay=true,230
ầm ĩ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00048.mp4?autoplay=true,231
ẩm mốc,https://minio.aiotlab-annotation.com/documents/videos_samples/W00049.mp4?autoplay=true,232
ấm đun nước,https://minio.aiotlab-annotation.com/documents/videos_samples/W00052.mp4?autoplay=true,233
ấm trà,https://minio.aiotlab-annotation.com/documents/videos_samples/W00055.mp4?autoplay=true,234
ân hận,https://minio.aiotlab-annotation.com/documents/videos_samples/W00057B.mp4?autoplay=true,235
ấn tượng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00061.mp4?autoplay=true,236
bài báo,https://minio.aiotlab-annotation.com/documents/videos_samples/W00071.mp4?autoplay=true,237
bài thơ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00075B.mp4?autoplay=true,238
bãi cát,https://minio.aiotlab-annotation.com/documents/videos_samples/W00081.mp4?autoplay=true,239
bãi cỏ,https://minio.aiotlab-annotation.com/documents/videos_samples/W00082.mp4?autoplay=true,240
bãi đỗ xe (ô tô),https://minio.aiotlab-annotation.com/documents/videos_samples/W00083.mp4?autoplay=true,241
bãi tắm,https://minio.aiotlab-annotation.com/documents/videos_samples/W00084.mp4?autoplay=true,242
bàn chải đánh răng,https://minio.aiotlab-annotation.com/documents/videos_samples/W00092.mp4?autoplay=true,243
bàn chân,https://minio.aiotlab-annotation.com/documents/videos_samples/W00093.mp4?autoplay=true,244
bàn ghế,https://minio.aiotlab-annotation.com/documents/videos_samples/W00094.mp4?autoplay=true,245
bàn là,https://minio.aiotlab-annotation.com/documents/videos_samples/W00095.mp4?autoplay=true,246
bàn phím (máy vi tính),https://minio.aiotlab-annotation.com/documents/videos_samples/W00096.mp4?autoplay=true,247
bàn tay,https://minio.aiotlab-annotation.com/documents/videos_samples/W00097.mp4?autoplay=true,248
